true	valid	{"schemaVersion":1,"projectId":"c32fe4e9adb318f7e52427c338c6b6c8079f12fa40b5f29423de8e7a7214e08b","projectPath":"/fixture/project","imageId":"1111111111111111111111111111111111111111111111111111111111111111","providerId":"fixture","boundAt":"2026-07-24T00:00:00.000Z","manifestSha256":"2222222222222222222222222222222222222222222222222222222222222222","toolchain":"leanprover/lean4:v4.32.0","policyVersion":1,"allowedTargets":["Fixture","Fixture.Tests"],"lastVerifiedAt":"2026-07-24T01:00:00.000Z"}
false	unknown-field	{"schemaVersion":1,"projectId":"c32fe4e9adb318f7e52427c338c6b6c8079f12fa40b5f29423de8e7a7214e08b","projectPath":"/fixture/project","imageId":"1111111111111111111111111111111111111111111111111111111111111111","providerId":"fixture","boundAt":"2026-07-24T00:00:00.000Z","manifestSha256":"2222222222222222222222222222222222222222222222222222222222222222","toolchain":"leanprover/lean4:v4.32.0","policyVersion":1,"allowedTargets":["Fixture"],"lastVerifiedAt":"2026-07-24T01:00:00.000Z","extra":true}
false	schema-version	{"schemaVersion":2,"projectId":"c32fe4e9adb318f7e52427c338c6b6c8079f12fa40b5f29423de8e7a7214e08b","projectPath":"/fixture/project","imageId":"1111111111111111111111111111111111111111111111111111111111111111","providerId":"fixture","boundAt":"2026-07-24T00:00:00.000Z","manifestSha256":"2222222222222222222222222222222222222222222222222222222222222222","toolchain":"leanprover/lean4:v4.32.0","policyVersion":1,"allowedTargets":["Fixture"],"lastVerifiedAt":"2026-07-24T01:00:00.000Z"}
false	project-id-mismatch	{"schemaVersion":1,"projectId":"0000000000000000000000000000000000000000000000000000000000000000","projectPath":"/fixture/project","imageId":"1111111111111111111111111111111111111111111111111111111111111111","providerId":"fixture","boundAt":"2026-07-24T00:00:00.000Z","manifestSha256":"2222222222222222222222222222222222222222222222222222222222222222","toolchain":"leanprover/lean4:v4.32.0","policyVersion":1,"allowedTargets":["Fixture"],"lastVerifiedAt":"2026-07-24T01:00:00.000Z"}
false	project-path-mismatch	{"schemaVersion":1,"projectId":"c32fe4e9adb318f7e52427c338c6b6c8079f12fa40b5f29423de8e7a7214e08b","projectPath":"/fixture/other","imageId":"1111111111111111111111111111111111111111111111111111111111111111","providerId":"fixture","boundAt":"2026-07-24T00:00:00.000Z","manifestSha256":"2222222222222222222222222222222222222222222222222222222222222222","toolchain":"leanprover/lean4:v4.32.0","policyVersion":1,"allowedTargets":["Fixture"],"lastVerifiedAt":"2026-07-24T01:00:00.000Z"}
false	uppercase-image	{"schemaVersion":1,"projectId":"c32fe4e9adb318f7e52427c338c6b6c8079f12fa40b5f29423de8e7a7214e08b","projectPath":"/fixture/project","imageId":"AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","providerId":"fixture","boundAt":"2026-07-24T00:00:00.000Z","manifestSha256":"2222222222222222222222222222222222222222222222222222222222222222","toolchain":"leanprover/lean4:v4.32.0","policyVersion":1,"allowedTargets":["Fixture"],"lastVerifiedAt":"2026-07-24T01:00:00.000Z"}
false	empty-provider	{"schemaVersion":1,"projectId":"c32fe4e9adb318f7e52427c338c6b6c8079f12fa40b5f29423de8e7a7214e08b","projectPath":"/fixture/project","imageId":"1111111111111111111111111111111111111111111111111111111111111111","providerId":"","boundAt":"2026-07-24T00:00:00.000Z","manifestSha256":"2222222222222222222222222222222222222222222222222222222222222222","toolchain":"leanprover/lean4:v4.32.0","policyVersion":1,"allowedTargets":["Fixture"],"lastVerifiedAt":"2026-07-24T01:00:00.000Z"}
false	loose-timestamp	{"schemaVersion":1,"projectId":"c32fe4e9adb318f7e52427c338c6b6c8079f12fa40b5f29423de8e7a7214e08b","projectPath":"/fixture/project","imageId":"1111111111111111111111111111111111111111111111111111111111111111","providerId":"fixture","boundAt":"2026-07-24","manifestSha256":"2222222222222222222222222222222222222222222222222222222222222222","toolchain":"leanprover/lean4:v4.32.0","policyVersion":1,"allowedTargets":["Fixture"],"lastVerifiedAt":"2026-07-24T01:00:00.000Z"}
false	invalid-calendar	{"schemaVersion":1,"projectId":"c32fe4e9adb318f7e52427c338c6b6c8079f12fa40b5f29423de8e7a7214e08b","projectPath":"/fixture/project","imageId":"1111111111111111111111111111111111111111111111111111111111111111","providerId":"fixture","boundAt":"2026-02-29T00:00:00.000Z","manifestSha256":"2222222222222222222222222222222222222222222222222222222222222222","toolchain":"leanprover/lean4:v4.32.0","policyVersion":1,"allowedTargets":["Fixture"],"lastVerifiedAt":"2026-07-24T01:00:00.000Z"}
false	verification-before-bound	{"schemaVersion":1,"projectId":"c32fe4e9adb318f7e52427c338c6b6c8079f12fa40b5f29423de8e7a7214e08b","projectPath":"/fixture/project","imageId":"1111111111111111111111111111111111111111111111111111111111111111","providerId":"fixture","boundAt":"2026-07-24T02:00:00.000Z","manifestSha256":"2222222222222222222222222222222222222222222222222222222222222222","toolchain":"leanprover/lean4:v4.32.0","policyVersion":1,"allowedTargets":["Fixture"],"lastVerifiedAt":"2026-07-24T01:00:00.000Z"}
